order_id,customer_id,product_id,quantity,unit_price,total_price,order_date,shipping_address,payment_method,status
1540,298,225,63,387.94,1671.3,2021-10-16,25919 Packers Circle,PayPal,delivered
1541,275,24,10,727.08,4652.15,2020-02-28,372 Mockingbird Drive,PayPal,delivered
1542,412,336,59,811.31,6997.89,2021-11-25,110 Miller Park,PayPal,shipped
1543,375,204,89,151.19,2489.05,2020-11-05,28766 Dexter Road,credit card,processing
1544,126,175,4,653.16,544.05,2022-06-03,98 Cascade Plaza,PayPal,pending
1545,605,831,39,925.71,8962.79,2020-01-27,87795 Scofield Way,credit card,delivered
1546,550,74,34,961.41,3685.14,2020-11-05,354 Annamark Terrace,Apple Pay,processing
1547,114,886,94,711.57,1307.42,2020-01-09,343 Oneill Lane,credit card,pending
1548,908,360,54,376.37,4430.39,2021-01-10,39 Oak Valley Point,PayPal,pending
1549,264,413,11,137.98,6102.41,2021-01-16,3 Spohn Way,Apple Pay,delivered
1550,809,859,69,662.37,9629.1,2020-07-08,4316 Dexter Alley,Apple Pay,processing
1551,885,72,73,613.9,4554.82,2020-11-26,6334 Garrison Avenue,credit card,pending
1552,484,71,62,495.4,8504.58,2021-10-13,27580 Schlimgen Junction,credit card,pending
1553,953,544,60,267.63,9034.83,2020-05-22,757 Dakota Place,PayPal,processing
1554,502,154,74,533.65,9141.49,2021-07-07,4509 Bartelt Park,credit card,delivered
1555,89,305,71,577.13,3998.54,2020-09-16,3108 Hollow Ridge Lane,credit card,delivered
1556,491,471,73,123.75,6503.54,2021-08-05,51092 Grayhawk Drive,credit card,processing
1557,944,185,64,2.27,9825.48,2021-01-12,10 Fisk Park,credit card,pending
1558,696,568,31,546.83,9965.94,2020-01-01,63 Arapahoe Street,credit card,processing
1559,444,6,11,582.87,9277.92,2021-02-18,71 Rutledge Road,Apple Pay,pending
1560,906,472,95,753.35,3420.68,2020-04-26,18 Sutteridge Junction,credit card,processing
1561,655,852,45,322.41,4296.02,2020-11-18,0 Susan Circle,Apple Pay,shipped
1562,960,205,54,113.02,3813.46,2022-07-06,9 Helena Trail,Apple Pay,delivered
1563,16,537,76,98.59,5422.14,2021-11-05,0 Warrior Terrace,Apple Pay,delivered
1564,373,914,57,453.03,9030.32,2021-01-10,61 Autumn Leaf Point,credit card,pending
1565,194,694,58,573.0,7378.45,2021-05-08,095 Moulton Trail,credit card,delivered
1566,733,524,16,700.96,2220.56,2022-07-31,1 Waywood Lane,Apple Pay,pending
1567,751,816,98,661.35,3402.0,2021-12-23,0610 Cottonwood Drive,credit card,delivered
1568,189,614,10,646.23,3032.98,2022-06-05,74 David Avenue,Apple Pay,pending
1569,198,671,73,178.34,6955.39,2021-01-25,91152 Main Drive,PayPal,processing
1570,46,214,85,74.36,425.27,2021-07-03,97277 Trailsway Trail,PayPal,processing
1571,211,874,27,875.45,7079.75,2021-06-07,9 Daystar Way,Apple Pay,processing
1572,768,280,47,774.96,2360.87,2021-02-12,27325 Hanover Parkway,Apple Pay,delivered
1573,606,901,46,223.68,2985.92,2020-12-20,3 Gale Crossing,PayPal,shipped
1574,369,83,15,642.59,981.48,2022-05-08,49385 Ludington Road,PayPal,delivered
1575,207,224,72,852.9,5540.73,2022-12-17,856 Canary Point,credit card,shipped
1576,359,765,2,736.87,4700.25,2020-04-18,3 1st Alley,credit card,processing
1577,404,387,86,360.89,4102.25,2020-05-10,6455 Dahle Trail,PayPal,shipped
1578,251,655,7,519.55,8499.2,2021-06-29,41762 Fairview Drive,Apple Pay,processing
1579,441,813,19,147.62,3460.46,2021-05-06,2 Debra Street,PayPal,delivered
1580,947,266,21,267.2,5643.74,2021-12-02,682 Mccormick Way,credit card,shipped
1581,168,191,77,438.34,9156.66,2022-03-27,944 Carey Hill,credit card,delivered
1582,721,36,20,201.95,6175.67,2021-03-31,8 Crest Line Center,PayPal,pending
1583,788,803,26,899.99,7656.26,2022-03-18,64 Arrowood Alley,Apple Pay,processing
1584,977,162,70,466.27,2429.71,2020-09-06,0934 Laurel Way,PayPal,pending
1585,808,376,37,429.59,6021.6,2021-02-02,42 Springs Crossing,Apple Pay,processing
1586,13,470,41,163.38,5759.59,2021-02-22,0655 Mayfield Street,PayPal,shipped
1587,728,67,11,640.76,4727.48,2020-09-20,73 Comanche Trail,Apple Pay,processing
1588,216,171,91,778.83,7127.22,2020-09-04,48 Sloan Trail,PayPal,pending
1589,268,320,36,788.75,8847.66,2020-05-16,512 Nelson Road,credit card,pending
1590,772,728,85,972.85,3632.41,2022-06-14,51029 Menomonie Street,Apple Pay,delivered
1591,509,740,47,323.77,9115.09,2022-04-29,0 Hanson Court,PayPal,shipped
1592,751,940,42,601.68,8710.36,2021-03-17,20 Sunbrook Alley,credit card,pending
1593,225,64,27,167.76,7981.1,2022-09-20,8 Ruskin Road,Apple Pay,processing
1594,655,561,15,555.7,7235.38,2022-04-10,11247 Walton Court,credit card,pending
1595,43,366,90,276.84,5238.44,2020-07-18,41468 Towne Road,credit card,shipped
1596,708,562,98,884.25,5319.19,2020-03-20,3967 Debra Park,Apple Pay,delivered
1597,892,604,17,308.52,5337.63,2022-03-18,89 Thompson Park,PayPal,shipped
1598,232,444,56,208.91,964.02,2020-02-07,80565 North Parkway,Apple Pay,pending
1599,665,127,49,229.76,8247.16,2020-05-09,21 Wayridge Plaza,credit card,processing
1600,178,769,6,410.72,9762.66,2020-05-13,34245 Spenser Plaza,PayPal,shipped
1601,660,845,71,951.71,4410.46,2020-05-15,2926 Prentice Trail,PayPal,processing
1602,182,882,78,991.92,5512.25,2021-02-10,64 Green Ridge Trail,PayPal,processing
1603,928,701,68,783.82,2014.74,2022-01-08,109 Bultman Terrace,credit card,shipped
1604,361,805,7,514.81,5597.88,2022-07-23,8096 Heffernan Parkway,credit card,delivered
1605,291,681,73,760.19,9000.23,2022-03-07,24691 Steensland Junction,credit card,processing
1606,638,789,26,55.72,7078.37,2021-09-01,6544 Lindbergh Trail,PayPal,pending
1607,976,973,6,956.42,8300.55,2020-01-04,08799 Sunfield Terrace,Apple Pay,processing
1608,990,434,89,701.24,6905.34,2020-03-04,601 Schlimgen Terrace,Apple Pay,delivered
1609,612,238,74,372.71,4323.42,2022-11-30,9421 Goodland Street,Apple Pay,processing
1610,876,550,92,260.6,6905.73,2021-04-26,63092 Barby Parkway,PayPal,shipped
1611,380,898,34,252.87,7771.11,2021-01-21,58 Oak Point,PayPal,pending
1612,762,875,29,538.98,7008.42,2022-05-30,112 Schiller Court,PayPal,pending
1613,285,204,50,912.03,3761.02,2020-10-18,833 Briar Crest Junction,PayPal,delivered
1614,481,8,34,494.57,7103.06,2020-03-31,66 Rusk Center,credit card,processing
1615,695,774,38,17.89,9473.62,2022-05-05,994 Sheridan Crossing,Apple Pay,processing
1616,963,720,50,544.5,290.07,2022-02-04,12 Donald Pass,Apple Pay,delivered
1617,696,102,27,217.62,8328.06,2021-11-07,73 Dakota Avenue,PayPal,delivered
1618,107,192,7,965.9,5858.33,2022-10-17,39018 Debra Plaza,Apple Pay,shipped
1619,692,811,4,840.59,3686.04,2021-04-08,333 Onsgard Court,credit card,delivered
1620,489,209,19,960.55,2767.1,2020-09-11,116 Lighthouse Bay Park,credit card,pending
1621,50,85,59,631.77,6873.87,2022-12-11,35713 Kings Hill,PayPal,shipped
1622,750,168,13,240.87,9109.39,2020-01-23,5440 Utah Way,credit card,delivered
1623,628,840,28,521.27,6374.82,2020-01-02,17143 Mcguire Place,Apple Pay,pending
1624,925,759,66,202.89,2189.06,2021-04-06,66725 Tomscot Crossing,PayPal,delivered
1625,94,801,28,915.45,225.63,2022-09-25,9 Butterfield Court,PayPal,delivered
1626,155,190,55,980.65,4963.09,2021-12-21,79 Clemons Court,Apple Pay,processing
1627,951,831,7,938.77,7460.05,2021-02-20,55469 Talisman Terrace,Apple Pay,shipped
1628,758,259,82,794.27,5550.2,2021-06-29,8388 Dwight Road,PayPal,pending
1629,669,612,11,907.12,7408.08,2022-05-31,19161 Melvin Trail,Apple Pay,processing
1630,405,363,83,361.34,3043.2,2020-01-23,828 Eastwood Parkway,PayPal,pending
1631,706,552,74,142.79,4802.33,2020-07-10,3 Maple Trail,credit card,delivered
1632,227,634,65,548.27,5961.9,2021-05-12,6033 Straubel Parkway,PayPal,delivered
1633,357,93,56,329.21,278.3,2021-04-27,440 Ohio Park,credit card,pending
1634,686,223,29,65.06,2587.12,2021-07-16,9 Lake View Center,credit card,pending
1635,886,734,46,657.44,9622.42,2020-10-16,20058 8th Circle,Apple Pay,pending
1636,187,54,62,417.84,1090.36,2022-12-06,54785 Sage Trail,Apple Pay,delivered
1637,998,596,2,439.21,5521.18,2021-06-06,6 Redwing Avenue,credit card,delivered
1638,336,420,32,366.95,2702.64,2021-11-26,2 Eliot Plaza,credit card,pending
1639,971,75,82,909.39,1208.16,2020-03-16,03246 Grover Hill,credit card,delivered
1640,212,472,63,279.26,9250.52,2022-08-15,91 Reinke Lane,credit card,processing
1641,595,272,90,922.18,8004.47,2022-06-28,1 Becker Point,Apple Pay,shipped
1642,309,595,20,234.7,1728.44,2022-06-11,9 Melvin Hill,PayPal,pending
1643,704,739,36,358.31,7424.67,2020-07-06,45800 Green Parkway,PayPal,processing
1644,633,679,88,176.47,7726.87,2020-10-14,3812 Bunting Place,Apple Pay,pending
1645,113,649,83,471.99,1195.76,2020-09-04,9145 Mitchell Road,credit card,pending
1646,3,465,10,214.35,3285.75,2020-03-21,887 Welch Trail,Apple Pay,delivered
1647,729,447,54,486.38,3754.6,2020-10-06,0 Florence Junction,PayPal,pending
1648,154,94,94,193.08,4364.36,2022-09-26,1 Walton Road,PayPal,pending
1649,602,657,72,288.98,1537.09,2020-11-26,6700 Butterfield Drive,Apple Pay,shipped
1650,334,355,38,647.3,5689.39,2022-03-24,0609 Eagan Road,credit card,pending
1651,190,403,39,799.06,216.83,2021-02-13,571 Rutledge Trail,credit card,pending
1652,534,208,89,353.54,9380.52,2020-03-09,95821 Golden Leaf Pass,credit card,shipped
1653,596,217,92,380.64,2774.71,2022-03-03,6 Northview Lane,credit card,shipped
1654,785,174,55,214.04,9827.49,2022-01-26,5128 Heffernan Avenue,credit card,delivered
1655,771,448,85,261.72,5187.45,2020-08-15,0182 Sommers Place,Apple Pay,processing
1656,922,137,25,18.76,2824.41,2022-06-27,17071 Eliot Parkway,Apple Pay,delivered
1657,794,772,39,293.38,8083.43,2020-12-06,4902 Schiller Way,PayPal,processing
1658,598,328,97,287.34,9549.75,2022-10-24,20 Anderson Court,Apple Pay,processing
1659,523,419,9,201.99,9823.31,2022-02-22,9 Dwight Hill,credit card,pending
1660,575,985,90,846.27,8798.41,2020-07-01,80751 Brentwood Plaza,Apple Pay,pending
1661,5,798,23,734.04,7272.06,2021-11-06,4698 Steensland Parkway,credit card,delivered
1662,630,450,70,296.55,9304.21,2021-07-13,036 Ridge Oak Circle,credit card,shipped
1663,165,413,5,592.3,9364.72,2021-08-31,429 Blaine Terrace,credit card,processing
1664,816,732,95,567.53,6534.13,2020-04-01,478 Cambridge Lane,credit card,delivered
1665,53,957,28,929.85,3853.89,2021-07-27,5585 Basil Park,Apple Pay,shipped
1666,979,194,65,693.87,4738.87,2021-07-06,4809 Novick Way,Apple Pay,shipped
1667,433,796,39,139.96,5289.18,2021-09-30,1751 Carberry Terrace,credit card,pending
1668,235,546,59,337.79,7862.57,2020-12-11,2 Fisk Lane,credit card,processing
1669,539,994,88,24.85,9755.73,2020-02-27,3516 Homewood Road,Apple Pay,shipped
1670,865,585,47,720.75,9328.75,2022-10-06,366 Hoffman Terrace,Apple Pay,shipped
1671,51,535,15,980.03,5475.74,2021-09-20,2 Sunbrook Parkway,Apple Pay,processing
1672,754,250,34,136.08,6635.59,2021-10-11,72 Green Plaza,Apple Pay,delivered
1673,914,661,67,459.12,6944.29,2022-02-06,7 Rieder Plaza,credit card,shipped
1674,303,766,42,773.49,4464.39,2021-02-26,920 Northport Court,PayPal,shipped
1675,798,968,33,756.15,385.14,2021-05-18,65 Green Ridge Point,Apple Pay,processing
1676,164,282,9,892.26,1309.77,2021-03-11,4708 Namekagon Court,PayPal,shipped
1677,624,491,87,442.1,6912.72,2022-04-10,4734 Forest Road,Apple Pay,shipped
1678,501,418,82,587.71,649.42,2020-09-25,8 Muir Road,credit card,shipped
1679,55,903,53,781.63,2691.53,2020-03-01,07 Knutson Street,Apple Pay,processing
1680,863,379,87,168.95,5675.44,2022-01-17,93416 Jay Park,Apple Pay,processing
1681,265,989,9,235.71,5675.61,2021-08-19,23 Kings Road,Apple Pay,processing
1682,775,586,40,573.83,2119.88,2021-06-18,4721 School Drive,PayPal,delivered
1683,54,911,3,144.23,2266.85,2022-08-19,4215 Kinsman Plaza,PayPal,pending
1684,121,269,33,65.39,1945.68,2021-04-29,903 Kim Parkway,PayPal,delivered
1685,834,463,60,516.89,3456.72,2021-04-24,872 Dahle Park,Apple Pay,delivered
1686,181,619,56,252.96,5259.22,2020-12-12,24 Vermont Alley,PayPal,processing
1687,519,165,79,180.31,8347.64,2022-04-05,8 Cody Place,Apple Pay,pending
1688,880,422,51,850.37,448.54,2022-04-08,0669 Pearson Lane,PayPal,delivered
1689,148,353,93,821.84,2733.49,2020-11-15,5 Homewood Hill,credit card,delivered
1690,532,255,78,534.83,5471.9,2020-03-11,1619 Twin Pines Street,Apple Pay,shipped
1691,442,524,27,672.64,3151.32,2022-08-25,3 Rowland Avenue,Apple Pay,processing
1692,931,807,63,427.59,4003.46,2020-02-27,0 Hudson Road,PayPal,shipped
1693,379,122,11,564.05,7046.03,2022-08-08,7 Wayridge Alley,Apple Pay,delivered
1694,302,114,70,869.35,3279.74,2021-12-16,7 Sunfield Parkway,Apple Pay,processing
1695,967,518,40,814.46,2581.74,2022-05-20,3569 Ronald Regan Junction,credit card,pending
1696,984,409,12,363.15,7465.27,2020-12-15,9065 Lake View Avenue,credit card,pending
1697,9,49,4,400.15,3726.55,2022-12-22,513 Dennis Court,PayPal,delivered
1698,833,971,73,196.58,5634.47,2020-07-18,446 Green Ridge Crossing,Apple Pay,delivered
1699,378,749,60,935.11,7442.05,2022-07-19,02 Nancy Center,Apple Pay,pending
1700,636,735,27,880.1,9880.68,2020-06-02,5 Atwood Way,Apple Pay,pending
1701,545,405,76,403.45,4651.78,2021-01-29,9 Dorton Center,credit card,shipped
1702,483,997,35,460.56,836.67,2022-04-27,6734 Ohio Hill,credit card,delivered
1703,836,984,78,811.37,4938.24,2022-09-20,7 Cambridge Hill,PayPal,shipped
1704,974,899,23,320.84,4735.86,2020-05-16,1265 Randy Avenue,Apple Pay,shipped
1705,684,31,49,941.93,6794.98,2020-08-15,60 Havey Alley,PayPal,pending
1706,643,63,22,167.83,2053.02,2022-08-25,98947 Maple Center,PayPal,processing
1707,478,131,69,714.17,4234.96,2020-09-05,78821 Golden Leaf Pass,Apple Pay,delivered
1708,960,184,62,191.22,608.63,2022-03-10,4 Cherokee Plaza,credit card,delivered
1709,714,621,45,76.55,671.76,2022-12-22,3 Daystar Place,Apple Pay,delivered
1710,540,498,69,555.18,6801.84,2022-10-24,03 Sloan Drive,Apple Pay,processing
1711,731,695,80,207.1,928.1,2020-08-08,6101 Ohio Plaza,credit card,delivered
1712,458,689,62,225.91,3731.46,2022-08-15,81561 Talisman Park,credit card,shipped
1713,63,685,41,275.79,40.71,2022-01-28,16588 Village Green Lane,credit card,delivered
1714,573,844,74,31.03,7288.85,2020-09-03,3 Riverside Avenue,PayPal,pending
1715,430,647,61,419.65,351.51,2022-11-09,21795 Fisk Drive,credit card,delivered
1716,912,206,14,471.75,778.88,2021-07-31,9693 Reinke Park,Apple Pay,pending
1717,129,86,74,905.23,1894.82,2020-05-17,3844 Bluestem Street,credit card,delivered
1718,69,43,64,386.14,8194.21,2022-06-03,6 Stephen Terrace,credit card,processing
1719,528,230,49,916.16,451.49,2020-10-21,9899 Westport Lane,credit card,pending
1720,134,717,45,268.89,465.53,2020-11-22,816 Jackson Way,PayPal,pending
1721,649,618,91,384.62,308.9,2022-05-29,9411 Stuart Plaza,Apple Pay,shipped
1722,560,170,70,561.64,6042.23,2021-07-24,28 Havey Circle,credit card,delivered
1723,944,385,95,333.2,8907.59,2022-04-27,3 Northfield Plaza,Apple Pay,shipped
1724,543,955,33,548.85,3583.38,2022-08-08,54 Kenwood Crossing,PayPal,delivered
1725,191,588,47,962.58,8142.16,2021-12-04,3 Scofield Park,PayPal,processing
1726,340,559,32,625.31,9914.52,2020-12-13,471 Monica Parkway,Apple Pay,delivered
1727,711,713,4,184.82,2244.16,2022-07-07,9463 Bowman Pass,Apple Pay,shipped
1728,284,45,65,862.72,7298.13,2020-09-22,7 Huxley Place,credit card,pending
1729,296,591,83,151.44,2059.69,2022-07-19,70191 Merchant Circle,credit card,pending
1730,992,756,20,542.86,9903.29,2021-09-27,73 Declaration Terrace,PayPal,pending
1731,214,537,17,527.74,5048.92,2020-05-06,1968 Huxley Alley,Apple Pay,shipped
1732,81,283,29,169.03,6477.55,2021-11-23,697 Anhalt Plaza,credit card,processing
1733,353,107,83,944.8,9687.27,2020-09-17,35129 Cottonwood Street,PayPal,pending
1734,507,19,45,522.29,998.92,2022-04-17,1853 Mcbride Circle,credit card,pending
1735,651,866,20,555.72,3517.59,2021-09-04,11 Crest Line Crossing,Apple Pay,pending
1736,373,227,36,3.51,974.59,2022-03-20,22 Susan Street,credit card,shipped
1737,57,6,37,513.93,958.4,2022-12-06,0354 Fulton Street,Apple Pay,shipped
1738,474,59,81,202.87,942.65,2021-01-12,22 Schlimgen Terrace,Apple Pay,processing
1739,942,327,74,948.65,7389.22,2021-07-20,49 Mcbride Parkway,PayPal,processing
1740,997,809,29,200.11,8343.48,2020-10-28,1297 Lakewood Gardens Junction,credit card,processing
1741,175,18,30,541.87,4514.09,2020-08-25,19 Burning Wood Junction,Apple Pay,processing
1742,15,425,81,105.05,1423.71,2022-03-13,97 Hoepker Drive,credit card,processing
1743,172,965,17,473.06,7532.26,2021-05-12,560 Sugar Road,Apple Pay,processing
1744,282,307,99,201.9,2090.82,2022-01-17,20080 Grasskamp Road,credit card,pending
1745,403,39,20,74.3,3043.57,2022-06-08,7 Bartillon Terrace,Apple Pay,pending
1746,323,572,29,33.26,4524.98,2021-07-08,767 Dixon Road,PayPal,delivered
1747,142,504,81,971.11,3979.37,2021-08-11,25 Fordem Plaza,Apple Pay,shipped
1748,76,893,78,314.4,4605.56,2022-12-14,9130 Drewry Alley,PayPal,delivered
1749,352,830,9,655.61,6920.54,2020-10-02,0649 Bunting Trail,credit card,pending
1750,746,792,22,927.0,7379.94,2021-11-06,903 Acker Park,credit card,processing
1751,527,146,74,86.98,5939.82,2021-07-15,23 Sauthoff Center,PayPal,delivered
1752,853,177,71,715.6,1263.29,2022-08-12,57211 Hansons Court,Apple Pay,shipped
1753,414,226,7,88.5,6646.87,2021-09-16,71 Briar Crest Terrace,Apple Pay,pending
1754,767,161,82,240.85,4011.05,2022-11-15,97 David Hill,credit card,shipped
1755,166,16,67,125.29,2449.41,2020-04-27,0 Eagan Drive,Apple Pay,shipped
1756,170,96,75,97.34,1639.72,2022-01-19,7 Milwaukee Crossing,PayPal,delivered
1757,550,751,14,467.34,6318.11,2021-04-02,5 Mcbride Pass,PayPal,delivered
1758,554,953,3,81.03,3434.66,2020-09-20,1413 Bobwhite Court,credit card,shipped
1759,462,913,63,994.5,6477.78,2022-08-09,21298 Green Ridge Junction,PayPal,delivered
1760,901,761,88,319.74,6935.65,2020-02-15,09934 Donald Crossing,PayPal,pending
1761,881,199,5,781.77,2196.42,2022-12-02,3614 Fremont Point,Apple Pay,pending
1762,305,329,30,372.13,3905.79,2022-12-17,570 Kim Alley,PayPal,delivered
1763,950,254,72,839.63,9088.89,2020-05-09,822 Dawn Crossing,Apple Pay,processing
1764,385,511,19,989.96,8873.49,2021-07-08,12 Sunbrook Alley,Apple Pay,shipped
1765,842,648,49,705.41,3826.27,2021-08-02,14 Crowley Trail,Apple Pay,processing
1766,582,667,90,466.33,4813.15,2021-06-29,14686 Merrick Circle,credit card,processing
1767,150,101,72,388.52,613.32,2022-04-22,2807 Stuart Crossing,credit card,processing
1768,48,37,54,293.9,5455.42,2020-05-14,5 Green Ridge Road,Apple Pay,processing
1769,625,321,4,576.75,906.87,2022-03-26,0728 Burrows Pass,PayPal,shipped
1770,869,917,61,519.78,5108.13,2021-06-18,160 Dottie Place,Apple Pay,shipped
1771,7,144,62,773.93,225.16,2020-02-01,038 Stang Pass,Apple Pay,processing
1772,84,308,33,500.57,3560.75,2022-10-28,197 Waubesa Parkway,Apple Pay,shipped
1773,601,21,45,525.47,68.71,2020-11-30,1 Surrey Circle,credit card,shipped
1774,526,390,11,133.73,827.68,2020-01-06,1839 Bunker Hill Plaza,PayPal,delivered
1775,790,627,60,402.92,5420.64,2020-02-09,6782 Arkansas Terrace,PayPal,shipped
1776,281,57,84,1.6,6828.27,2021-10-26,092 Del Sol Junction,Apple Pay,pending
1777,561,503,12,227.31,9798.46,2021-02-09,667 Lerdahl Lane,credit card,processing
1778,145,30,24,399.86,1911.12,2022-05-09,3 Oriole Drive,credit card,pending
1779,691,921,28,430.76,8592.94,2022-08-16,93 Sutherland Hill,PayPal,shipped
1780,151,693,25,786.94,950.48,2021-10-10,9 Chive Terrace,Apple Pay,processing
1781,676,722,63,515.47,4475.25,2021-02-13,4 Maple Wood Avenue,credit card,delivered
1782,667,415,96,663.89,790.79,2021-07-11,471 Hollow Ridge Park,credit card,shipped
1783,725,919,63,967.48,7332.51,2020-08-09,45002 Everett Center,Apple Pay,shipped
1784,541,814,96,908.74,2371.37,2020-09-20,0829 Kim Place,PayPal,shipped
1785,294,495,1,190.82,3858.59,2020-05-26,92 Corben Way,PayPal,pending
1786,581,686,53,727.82,46.96,2021-11-11,66 Loftsgordon Circle,PayPal,delivered
1787,959,501,3,781.93,4977.15,2022-04-04,8092 Sugar Street,Apple Pay,shipped
1788,641,632,81,668.11,5293.48,2020-09-02,39 Alpine Lane,Apple Pay,pending
1789,477,300,64,149.84,9814.83,2020-01-16,32 Goodland Pass,Apple Pay,shipped
1790,774,676,63,623.23,1061.04,2020-09-07,61422 Old Gate Drive,Apple Pay,processing
1791,324,950,69,625.88,1050.46,2022-10-07,6 Walton Place,credit card,processing
1792,147,187,93,31.19,2832.04,2020-10-19,839 Cottonwood Point,PayPal,delivered
1793,504,645,28,605.93,8632.21,2022-05-12,94 Crest Line Point,Apple Pay,pending
1794,492,207,46,598.34,9499.36,2020-03-20,04679 Montana Lane,credit card,pending
1795,929,469,86,513.72,7715.19,2022-12-07,45517 Blaine Trail,PayPal,pending
1796,290,334,80,558.01,5329.45,2022-04-16,67 Arizona Crossing,credit card,pending
1797,567,40,89,318.58,2111.88,2020-05-10,693 Golf View Drive,credit card,pending
1798,428,602,30,786.33,9924.79,2022-12-25,90 Dwight Road,Apple Pay,pending
1799,80,958,17,167.24,74.34,2022-06-11,03 Muir Parkway,Apple Pay,shipped
1800,927,476,34,749.63,7526.04,2021-10-12,228 Butternut Way,credit card,shipped
1801,832,316,36,205.11,3771.35,2020-02-27,2 Hoepker Circle,Apple Pay,shipped
1802,208,887,23,312.04,9355.93,2021-07-17,79984 Clarendon Hill,Apple Pay,shipped
1803,566,231,19,198.08,9688.91,2021-06-05,2193 Merry Trail,Apple Pay,shipped
1804,275,839,16,424.43,4464.93,2022-09-15,9759 Birchwood Plaza,Apple Pay,shipped
1805,688,603,92,996.86,1222.35,2021-02-27,172 Birchwood Drive,Apple Pay,pending
1806,549,343,57,397.85,2677.56,2022-09-21,7 Portage Way,credit card,shipped
1807,800,241,73,239.27,4735.89,2022-02-24,3 Jana Court,Apple Pay,processing
1808,486,400,78,20.89,1411.91,2020-05-07,8218 Judy Point,Apple Pay,shipped
1809,126,576,84,745.03,2329.58,2022-09-03,995 Dapin Avenue,PayPal,delivered
1810,546,871,11,69.09,6840.46,2022-08-28,36025 Karstens Junction,Apple Pay,processing
1811,757,527,15,983.15,858.29,2021-09-27,737 Westerfield Terrace,PayPal,shipped
1812,650,540,81,307.35,8408.26,2021-06-08,5 Monument Alley,Apple Pay,processing
1813,472,365,44,873.47,8785.09,2021-12-28,6 East Avenue,Apple Pay,shipped
1814,930,642,60,540.65,7382.83,2022-10-10,9 Village Street,Apple Pay,pending
1815,900,10,100,36.57,9799.38,2020-12-08,5771 Miller Hill,credit card,pending
1816,902,44,7,705.46,6126.74,2020-09-17,6608 Lunder Crossing,PayPal,shipped
1817,236,172,69,478.31,4993.8,2020-08-18,9 Bluejay Park,PayPal,shipped
1818,756,972,99,54.19,880.29,2021-02-06,1 Maple Wood Hill,credit card,pending
1819,102,297,12,295.38,3509.64,2022-07-04,788 Hoepker Place,Apple Pay,delivered
1820,74,897,100,113.58,2519.18,2021-12-10,86235 Burning Wood Lane,PayPal,shipped
1821,597,890,33,579.1,2679.41,2020-06-28,344 Dottie Alley,credit card,pending
1822,196,407,68,174.93,5594.88,2022-01-21,437 Menomonie Point,PayPal,shipped
1823,884,113,65,805.97,4481.82,2020-01-10,8 Lien Junction,PayPal,delivered
1824,239,566,10,618.58,6842.91,2020-06-29,0180 Fieldstone Avenue,credit card,delivered
1825,841,680,65,688.1,4559.67,2022-02-08,84 Cardinal Circle,credit card,delivered
1826,59,442,70,782.12,9205.18,2022-11-04,19274 Delladonna Lane,PayPal,processing
1827,360,525,6,1.35,3634.04,2020-09-05,99 Mitchell Avenue,credit card,shipped
1828,219,781,10,184.1,3270.8,2020-03-02,55 5th Center,credit card,pending
1829,555,287,74,675.87,805.37,2020-02-27,7702 Gina Street,credit card,shipped
1830,75,237,95,159.86,251.74,2021-07-29,301 Bayside Trail,Apple Pay,pending
1831,250,392,44,101.54,141.26,2020-06-18,0516 Rowland Lane,Apple Pay,shipped
1832,779,988,90,950.71,5217.41,2020-09-27,9272 Scoville Point,PayPal,pending
1833,463,719,77,972.25,2467.03,2021-04-15,152 Bunker Hill Alley,Apple Pay,shipped
1834,741,832,72,164.29,340.27,2021-10-21,960 Milwaukee Point,PayPal,shipped
1835,56,554,27,116.41,1874.73,2021-08-30,2530 Debra Park,credit card,shipped
1836,24,500,77,328.57,8509.36,2022-09-18,9 Westend Place,PayPal,pending
1837,396,32,42,230.16,686.78,2020-08-19,2 Fair Oaks Plaza,PayPal,shipped
1838,1000,966,48,79.13,3612.24,2020-02-29,91 Summer Ridge Way,Apple Pay,shipped
1839,680,12,17,490.22,7756.06,2021-06-01,05742 Gateway Terrace,credit card,delivered
1840,179,140,83,26.2,8221.27,2021-12-18,1874 Caliangt Terrace,Apple Pay,delivered
1841,946,219,14,361.82,2449.91,2022-11-17,74910 Prairieview Way,Apple Pay,processing
1842,68,560,35,809.87,8792.7,2020-08-14,550 Holy Cross Terrace,PayPal,pending
1843,791,394,55,985.01,8740.66,2020-10-11,26581 Golf View Alley,Apple Pay,delivered
1844,171,812,96,777.74,950.29,2020-12-17,52912 Heffernan Place,PayPal,processing
1845,189,573,73,662.77,9393.0,2020-05-01,741 Logan Place,credit card,shipped
1846,778,2,59,942.99,7370.04,2022-03-17,0661 Grim Alley,credit card,delivered
1847,261,383,12,527.47,9972.83,2021-12-22,57 Mallory Point,Apple Pay,pending
1848,469,522,9,871.25,4396.46,2022-12-05,7305 Hovde Terrace,Apple Pay,shipped
1849,42,163,57,895.45,603.27,2020-02-20,4792 Hansons Plaza,PayPal,delivered
1850,675,335,13,694.67,1841.58,2021-03-24,63 Hovde Drive,credit card,shipped
1851,911,539,21,107.06,1665.7,2020-05-21,1 Continental Point,credit card,pending
1852,647,879,44,833.64,3085.66,2021-08-30,5 Donald Place,Apple Pay,processing
1853,793,523,63,988.35,9405.76,2021-03-20,2534 Vahlen Avenue,credit card,shipped
